"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Chaleplioglou A.","Chaleplioglou, Artemis (55502778600)","55502778600","Papers in and Papers out of the Spotlight: Comparative Bibliometric and Altmetrics Analysis of Biomedical Reports with and without News Media Stories","2024","Publications","12","4","30","","","","0","10.3390/publications12040030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213423263&doi=10.3390%2fpublications12040030&partnerID=40&md5=5b7adf63523b9534a17ebcf717db845f","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85213423263"
"","","","Correlation Research of Altmetrics and Bibliometric Indicators: Taking LIS as an Example; [Altmetrics 指标与引文量相关性分析∗ ———以 LIS 领域为例]","2022","Information studies: Theory and Application","45","5","","53","60","7","1","10.16353/j.cnki.1000-7490.2022.05.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145185877&doi=10.16353%2fj.cnki.1000-7490.2022.05.007&partnerID=40&md5=0e429eca6e52f9f50c9ba224cd70df45","Article","Final","","Scopus","2-s2.0-85145185877"
"Olive R.; Townsend S.; Phillips M.G.","Olive, Rebecca (55016821600); Townsend, Stephen (55627111100); Phillips, Murray G. (26038548600)","55016821600; 55627111100; 26038548600","‘Not everything that can be counted counts, and not everything that counts can be counted’: Searching for the value of metrics and altmetrics in sociology of sport journals","2023","International Review for the Sociology of Sport","58","3","","431","454","23","10","10.1177/10126902221107467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133329933&doi=10.1177%2f10126902221107467&partnerID=40&md5=4be0d396badad1778d95e37ebb498062","Article","Final","","Scopus","2-s2.0-85133329933"
"Wong L.-H.; Park H.; Looi C.-K.","Wong, Lung-Hsiang (35212726900); Park, Hyejin (57194378600); Looi, Chee-Kit (6701492423)","35212726900; 57194378600; 6701492423","From hype to insight: Exploring ChatGPT's early footprint in education via altmetrics and bibliometrics","2024","Journal of Computer Assisted Learning","40","4","","1428","1446","18","4","10.1111/jcal.12962","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186438444&doi=10.1111%2fjcal.12962&partnerID=40&md5=3629932dba0bdded1af835f391f66cda","Article","Final","","Scopus","2-s2.0-85186438444"
"Gilstrap D.L.; Whitver S.M.; Scalfani V.F.; Bray N.J.","Gilstrap, Donald L. (25229774000); Whitver, Sara Maurice (57194760730); Scalfani, Vincent F. (55764087400); Bray, Nathaniel J. (17344994000)","25229774000; 57194760730; 55764087400; 17344994000","Citation Metrics and Boyer’s Model of Scholarship: How Do Bibliometrics and Altmetrics Respond to Research Impact?","2023","Innovative Higher Education","48","4","","679","698","19","6","10.1007/s10755-023-09648-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150443997&doi=10.1007%2fs10755-023-09648-7&partnerID=40&md5=f5142bf3c485aeb67166dfd9e3401da3","Article","Final","","Scopus","2-s2.0-85150443997"
"Meibauer G.; Phull K.; Alejandro A.; Ciflikli G.","Meibauer, Gustav (57112615600); Phull, Kiran (56160579500); Alejandro, Audrey (57194767624); Ciflikli, Gokhan (57203655779)","57112615600; 56160579500; 57194767624; 57203655779","Alternative metrics, traditional problems? Assessing gender dynamics in the altmetrics of political science","2024","European Political Science","23","2","","179","198","19","1","10.1057/s41304-023-00431-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159688196&doi=10.1057%2fs41304-023-00431-y&partnerID=40&md5=7e65b5fe1e874ed7243bfaba53720d9a","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85159688196"
"Byram J.N.; Lazarus M.D.; Wilson A.B.; Brown K.M.","Byram, Jessica N. (56967985600); Lazarus, Michelle D. (26434767000); Wilson, Adam B. (35390253000); Brown, Kirsten M. (55800909600)","56967985600; 26434767000; 35390253000; 55800909600","Could the altmetrics wave bring a flood of confusion for anatomists?","2023","Anatomical Sciences Education","16","4","","600","609","9","0","10.1002/ase.2267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150745027&doi=10.1002%2fase.2267&partnerID=40&md5=6d7aa73b7879b13811900628b8a98b96","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85150745027"
"Cheng X.; Wang H.; Tang L.; Jiang W.; Zhou M.; Wang G.","Cheng, Xi (57250070500); Wang, Haoran (59002534600); Tang, Li (35772975000); Jiang, Weiyan (59001563700); Zhou, Maotian (59002341500); Wang, Guoyan (57196050489)","57250070500; 59002534600; 35772975000; 59001563700; 59002341500; 57196050489","Open peer review correlates with altmetrics but not with citations: Evidence from Nature Communications and PLoS One","2024","Journal of Informetrics","18","3","101540","","","","1","10.1016/j.joi.2024.101540","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191294709&doi=10.1016%2fj.joi.2024.101540&partnerID=40&md5=f3863707499f6c6978848ab0e113f1a9","Article","Final","","Scopus","2-s2.0-85191294709"
"Alperin J.P.; Fleerackers A.; Riedlinger M.; Haustein S.","Alperin, Juan Pablo (55215302400); Fleerackers, Alice (57216524368); Riedlinger, Michelle (7801554558); Haustein, Stefanie (36699779100)","55215302400; 57216524368; 7801554558; 36699779100","Second-order citations in altmetrics: A case study analyzing the audiences of COVID-19 research in the news and on social media","2024","Quantitative Science Studies","5","2","","366","382","16","1","10.1162/qss_a_00298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196427857&doi=10.1162%2fqss_a_00298&partnerID=40&md5=4b8887a321f82c2597519c9b62373e44","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85196427857"
"","","","Researches on Mentions Context and Data Usability of Altmetrics Data in Domestic Academic Journals: Taking the Altmetrics Data in Bilibili as an Example; [国内学术期刊的 Altmetrics 数据提及语境与数据可用性研究 ———以 B 站 Altmetrics 数据为例]","2023","Information studies: Theory and Application","46","5","","66","74","8","0","10.16353/j.cnki.1000-7490.2023.05.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204719426&doi=10.16353%2fj.cnki.1000-7490.2023.05.008&partnerID=40&md5=ff6b96299f1aac9758caaa59bbd0e5e8","Article","Final","","Scopus","2-s2.0-85204719426"
"Sharma J.G.","Sharma, Jagdish G. (57225790253)","57225790253","Correlation Study Between Altmetrics and Citations Using the Parameters of Title Rendering, Open Access, and Funding Status","2023","DESIDOC Journal of Library and Information Technology","43","6","","406","413","7","1","10.14429/djlit.43.6.18726","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178475953&doi=10.14429%2fdjlit.43.6.18726&partnerID=40&md5=f6d4c33b076e1580c735b709c9366841","Article","Final","","Scopus","2-s2.0-85178475953"
"Zhang Y.; Xie Y.; Liang Y.; Yu H.","Zhang, Yang (57204763375); Xie, Yinghua (57369177500); Liang, Yian (58763087300); Yu, Houqiang (55261022300)","57204763375; 57369177500; 58763087300; 55261022300","A“Scenario-Problem-Method”Research Framework for Multidimensional Application-Oriented Altmetrics; [面向多维应用的替代计量学“场景-问题-方法”研究框架]","2024","Data Analysis and Knowledge Discovery","8","8-9","","42","51","9","0","10.11925/infotech.2096-3467.2023.1224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209228303&doi=10.11925%2finfotech.2096-3467.2023.1224&partnerID=40&md5=c99dfc28251af6122aa44be11c62c935","Article","Final","","Scopus","2-s2.0-85209228303"
"da Silva M.R.; Silva Santos Rocha E.; Paula Meneses Alves A.; do Rosário Trindade D.","da Silva, Marcia Regina (22733817200); Silva Santos Rocha, Edneia (57221917259); Paula Meneses Alves, Ana (57836189300); do Rosário Trindade, Danilo (59399228300)","22733817200; 57221917259; 57836189300; 59399228300","Altmetrics and ethics in scientific evaluation: guidelines, challenges and recommendations for responsible practice; [Métricas altmétricas e ética na avaliação científica: diretrizes, desafios e recomendações para uma prática responsável]; [Altmetrics y ética en la evaluación científica: directrices, retos y recomendaciones para una práctica responsable]","2024","Biblios","","87","","","","","0","10.5195/biblios.2024.1142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208401421&doi=10.5195%2fbiblios.2024.1142&partnerID=40&md5=f3369ec026786046b924702a9678f9a3","Article","Final","","Scopus","2-s2.0-85208401421"
"Song Y.; Wei X.; Qiu J.","Song, Yanhui (55494101900); Wei, Xinxing (58854998300); Qiu, Junping (7403309836)","55494101900; 58854998300; 7403309836","Comprehensive Influence Study of Highly-productive Scholars Which Integrates Altmetrics Metrics ———Take the Nature Biotechnology Sub-journal for Example; [融合 Altmetrics 指标的领域高产学者综合影响力研究———以 Nature 生物科技子刊为例]","2024","Journal of Modern Information","44","1","","153","167and152","166999","0","10.3969/j.issn.1008-0821.2024.01.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183608158&doi=10.3969%2fj.issn.1008-0821.2024.01.014&partnerID=40&md5=f02614a09b047e19bbc1602a67f17987","Article","Final","","Scopus","2-s2.0-85183608158"
"Li H.; Hou J.","Li, Hao (57220083252); Hou, Jianhua (56648784400)","57220083252; 56648784400","Revalidation of the applicability of Altmetrics indicators in article-level evaluation: An empirical analysis of papers of different types of citation trajectories","2024","Journal of Informetrics","18","4","101573","","","","0","10.1016/j.joi.2024.101573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201508422&doi=10.1016%2fj.joi.2024.101573&partnerID=40&md5=45fcfac8b504d5690bf5b891026fa5ef","Article","Final","","Scopus","2-s2.0-85201508422"
"Livas C.; Delli K.","Livas, Christos (57211016418); Delli, Konstantina (37003608300)","57211016418; 37003608300","Sharing and assessing the impact of orthodontic research on social media: The case of altmetrics","2023","Seminars in Orthodontics","29","4","","353","357","4","2","10.1053/j.sodo.2023.07.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171479325&doi=10.1053%2fj.sodo.2023.07.004&partnerID=40&md5=7c279869b9742e16eb64775df61ed372","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85171479325"
"Zani L.N.; do Nascimento L.A.L.; Keys E.M.B.","Zani, Lucas Nicchio (59251084200); do Nascimento, Lucileide Andrade de Lima (57671293300); Keys, Eugenia Magna Broseguini (59250580600)","59251084200; 57671293300; 59250580600","Potentials in the application of altmetrics: an analysis based on a journal in the field of social policy; [Potencialidades na aplicação da altmetria: uma análise a partir de um periódico no campo da política social]; [Potencialidades en la aplicación de altmetrics: análisis de una revista del ámbito de la política social]","2024","Revista Ibero-Americana de Ciencia da Informacao","17","2","","296","315","19","0","10.26512/rici.v17.n2.2024.53816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200654920&doi=10.26512%2frici.v17.n2.2024.53816&partnerID=40&md5=9f6a20675bde61a965ab600e6a1e8a2b","Article","Final","","Scopus","2-s2.0-85200654920"
"Seyyedhosseini S.; Yazdankhahfard M.; Azargoon M.; Basirianjahromi R.","Seyyedhosseini, Shohreh (57194560527); Yazdankhahfard, Mohammadreza (32668105400); Azargoon, Maryam (57204121180); Basirianjahromi, Reza (57188675669)","57194560527; 32668105400; 57204121180; 57188675669","The Societal Impact of the Papers Published in Blended Learning in Medicine on Social Network Sites: An Altmetrics Study","2024","Iranian Journal of Public Health","53","9","","2121","2129","8","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203252896&partnerID=40&md5=a6005fe516188389496f90c63e94b0f1","Article","Final","","Scopus","2-s2.0-85203252896"
"Talebian A.; Okhovati M.; Arshadi H.; Hayati R.; Tabrizi R.; Karimimoghadam Z.","Talebian, Ali (57218122663); Okhovati, Maryam (36350100100); Arshadi, Homa (57222091233); Hayati, Ramin (56069793500); Tabrizi, Reza (56940377000); Karimimoghadam, Zeinab (57847326500)","57218122663; 36350100100; 57222091233; 56069793500; 56940377000; 57847326500","Investigating and comparing citation indicators and altmetrics of articles in the field of addiction to opioids by using the PlumX tool","2023","Journal of Health Administration","26","2","","33","50","17","0","10.22034/26.2.33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188511103&doi=10.22034%2f26.2.33&partnerID=40&md5=4aec059001c71c6fc088bc0a6de3339d","Article","Final","","Scopus","2-s2.0-85188511103"
"Khademizadeh S.; Danesh F.; Esmaeili S.; Lund B.; Santos-d’Amorim K.","Khademizadeh, Shahnaz (56712857800); Danesh, Farshid (36349853500); Esmaeili, Samira (57580534600); Lund, Brady (57202058854); Santos-d’Amorim, Karen (57222169476)","56712857800; 36349853500; 57580534600; 57202058854; 57222169476","Evolution of retracted publications in the medical sciences: Citations analysis, bibliometrics, and altmetrics trends","2024","Accountability in Research","31","8","","1182","1197","15","7","10.1080/08989621.2023.2223996","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162006411&doi=10.1080%2f08989621.2023.2223996&partnerID=40&md5=63c0497cd3489676a6f44b0cc5f9fcd6","Article","Final","","Scopus","2-s2.0-85162006411"
"Maleki A.","Maleki, Ashraf (56100117200)","56100117200","OCLC library holdings: assessing availability of academic books in libraries in print and electronic compared to citations and altmetrics","2022","Scientometrics","127","2","","991","1020","29","5","10.1007/s11192-021-04220-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121432859&doi=10.1007%2fs11192-021-04220-6&partnerID=40&md5=a2106efa16a34ea4f9640bbbf37a504c","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85121432859"
"Yu H.; Liang Y.","Yu, Houqiang (55261022300); Liang, Yian (58763087300)","55261022300; 58763087300","Research on the Construction Methods of Altmetrics Datasets in China; [中国替代计量数据集构建方法研究]","2024","Information studies: Theory and Application","47","8","","171","179","8","0","10.16353/j.cnki.1000-7490.2024.08.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204711607&doi=10.16353%2fj.cnki.1000-7490.2024.08.018&partnerID=40&md5=975be1052bfedfbe92fac9358bc93188","Article","Final","","Scopus","2-s2.0-85204711607"
"Arroyo-Machado W.; Torres-Salinas D.","Arroyo-Machado, Wenceslao (57205072691); Torres-Salinas, Daniel (55665562600)","57205072691; 55665562600","Corrigendum: Evaluative altmetrics: is there evidence for its application to research evaluation?(Front. Res. Metr. Anal., (2023), 8, (1188131), 10.3389/frma.2023.1188131)","2023","Frontiers in Research Metrics and Analytics","8","","1295959","","","","0","10.3389/frma.2023.1295959","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178027310&doi=10.3389%2ffrma.2023.1295959&partnerID=40&md5=fb8a8c20ef9db3b9b243fa7959dc4a97","Erratum","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85178027310"
"Worrall J.L.; Gordon Q.","Worrall, John L. (7005853431); Gordon, Quinn (57321689900)","7005853431; 57321689900","Is Criminology & Public Policy “influential?” Answers from altmetrics","2022","Criminology and Public Policy","21","4","","839","864","25","4","10.1111/1745-9133.12604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140269786&doi=10.1111%2f1745-9133.12604&partnerID=40&md5=a8b2f653594db41ea6d6e70b22676219","Article","Final","","Scopus","2-s2.0-85140269786"
"Maleki A.","Maleki, Ashraf (56100117200)","56100117200","Why does library holding format really matter for book impact assessment?: Modelling the relationship between citations and altmetrics with print and electronic holdings","2022","Scientometrics","127","2","","1129","1160","31","5","10.1007/s11192-021-04239-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121472246&doi=10.1007%2fs11192-021-04239-9&partnerID=40&md5=9a10b6b624d1bc90649a7bca71a17266","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85121472246"
"","","","Unraveling Altmetrics Evolution through Scientific Activity Theory; [科学活动理论视角下的 Altmetrics 主题演化研究]","2023","Information studies: Theory and Application","46","11","","73","80","7","0","10.16353/j.cnki.1000-7490.2023.11.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194474646&doi=10.16353%2fj.cnki.1000-7490.2023.11.010&partnerID=40&md5=6685d4d30f2a887d6a5129ac6834066e","Article","Final","","Scopus","2-s2.0-85194474646"
